ids;subset;naming_set;tablas;ID RULE;Subset;DEFINITION PERIOD
27d61d6dee;gf_min_solarpanels_number is not null;{'gf_min_solarpanels_number'};t_kpan_home_partner_oppy;27d61d6dee;Distinto de Null;1Q24
27d619beab;g_currency_id is not null and g_currency_id != '';{'g_currency_id'};t_kpan_home_partner_oppy;27d619beab;Si g_currency_id no es nulo ni vacío;1Q24
27dd455bb5;g_entific_id is not null and g_entific_id != '';{'g_entific_id'};t_kpan_home_partner_oppy;27dd455bb5;Si g_entific_id no es nulo ni vacío;2Q24
2803fd1f36;gf_opportunity_id is not null and gf_opportunity_id != '';{'gf_opportunity_id'};t_kpan_mgr_comm_opportunity;2803fd1f36;Distinto de null o vacío;2Q24
2803fd21e4;gf_succ_oppy_prblty_per is not null;{'gf_succ_oppy_prblty_per'};t_kpan_mgr_comm_opportunity;2803fd21e4;Distinto de null;2Q24
2803fd2164;gf_oppy_auto_snctn_ind_type is not null and gf_oppy_auto_snctn_ind_type != '';{'gf_oppy_auto_snctn_ind_type'};t_kpan_mgr_comm_opportunity;2803fd2164;Distinto de null o vacío;2Q24
2803fd236f;gf_opportunity_tr_ind_type is not null and gf_opportunity_tr_ind_type != '';{'gf_opportunity_tr_ind_type'};t_kpan_mgr_comm_opportunity;2803fd236f;Distinto de null o vacío;2Q24
2803fd22c0;gf_cancellation_price_type is not null and gf_cancellation_price_type != '';{'gf_cancellation_price_type'};t_kpan_mgr_comm_opportunity;2803fd22c0;Distinto de null o vacío;2Q24
2803fd1fb5;g_data_source_origin_type is not null and g_data_source_origin_type != '';{'g_data_source_origin_type'};t_kpan_mgr_comm_opportunity;2803fd1fb5;Distinto de null o vacío;2Q24
2803fd204a;g_entific_id is not null and g_entific_id != '';{'g_entific_id'};t_kpan_mgr_comm_opportunity;2803fd204a;Distinto de null o vacío;2Q24
2803fd20c8;gf_opportunity_renew_date is not null;{'gf_opportunity_renew_date'};t_kpan_mgr_comm_opportunity;2803fd20c8;Distinto de null;2Q24
27dd4566e1;gf_vehicle_horse_power_number is not null;{'gf_vehicle_horse_power_number'};t_kpan_mobility_partner_oppy;27dd4566e1;Distinto de null;2Q24
27dd455c5a;g_entific_id is not null and g_entific_id != '';{'g_entific_id'};t_kpan_mobility_partner_oppy;27dd455c5a;Si g_entific_id no es nulo ni vacío;2Q24
27dd496eee;gf_vehicle_version_id is not null and gf_vehicle_version_id != '';{'gf_vehicle_version_id'};t_kpan_mobility_partner_oppy;27dd496eee;Distinto de Null o vacío;2Q24
GL_DOM_t_kpan_opportunity_3.2_000;g_branch_id is not null and g_branch_id != '';{'g_branch_id'};t_kpan_opportunity;GL_DOM_t_kpan_opportunity_3.2_000;Distinto de Null o vacío;1Q23
GL_DOM_t_kpan_opportunity_3.4_000;gf_opportunity_amount is not null;{'gf_opportunity_amount'};t_kpan_opportunity;GL_DOM_t_kpan_opportunity_3.4_000;Si el campo (gf_opportunity_amount) es diferente a NULL o vacío;3Q22
27b6311d34;g_currency_id is not null and g_currency_id != '';{'g_currency_id'};t_kpan_opportunity;27b6311d34;Distinto de Null o vacío;1Q24
280d14c2e7;gf_private_public_sup_chnl_type is not null and gf_private_public_sup_chnl_type != '';{'gf_private_public_sup_chnl_type'};t_kpan_opportunity;280d14c2e7;Distinto de null o vacío;3Q24
GL_DOM_t_kszg_queue_controller_3.1_000;g_geco_tkt_branch_att_ind_type = 'Y';{'gf_geco_tkt_str_attn_hour_date'};t_kszg_queue_controller;GL_DOM_t_kszg_queue_controller_3.1_000;Cuanto g_geco_tkt_branch_att_ind_type=Y;3Q21
GL_DOM_t_kszg_queue_controller_3.1_001;g_geco_tkt_branch_att_ind_type = 'Y';{'gf_geco_tkt_end_attn_hour_date'};t_kszg_queue_controller;GL_DOM_t_kszg_queue_controller_3.1_001;Cuanto g_geco_tkt_branch_att_ind_type=Y;3Q21
GL_DOM_t_kszg_queue_controller_3.5_000;;{'g_geco_ticket_req_suprachnl_id'};t_kszg_queue_controller;GL_DOM_t_kszg_queue_controller_3.5_000;N/I;2Q21
GL_DOM_t_kszg_queue_controller_3.5_001;g_geco_ticket_req_suprachnl_id = 01;{'g_geco_ticket_req_channel_id'};t_kszg_queue_controller;GL_DOM_t_kszg_queue_controller_3.5_001;g_geco_ticket_req_suprachnl_id= 01;2Q21
GL_DOM_t_kszg_queue_controller_3.5_003;;{'g_person_role_type'};t_kszg_queue_controller;GL_DOM_t_kszg_queue_controller_3.5_003;N/I;2Q21
GL_DOM_t_kszg_queue_controller_3.5_002;g_geco_ticket_req_suprachnl_id = 01;{'g_geco_ticket_attn_channel_id'};t_kszg_queue_controller;GL_DOM_t_kszg_queue_controller_3.5_002;g_geco_ticket_req_suprachnl_id= 01;2Q21
GL_DOM_t_kszg_queue_controller_3.5_005;g_geco_fwd_oth_post_ind_type is not null and g_geco_fwd_oth_post_ind_type != '';{'g_geco_fwd_oth_post_ind_type'};t_kszg_queue_controller;GL_DOM_t_kszg_queue_controller_3.5_005;Cuando g_geco_fwd_oth_post_ind_type sea distinto de NULL y vacío;1Q23
GL_DOM_t_kszg_queue_controller_3.5_006;g_geco_tkt_branch_att_ind_type is not null and g_geco_tkt_branch_att_ind_type != '';{'g_geco_tkt_branch_att_ind_type'};t_kszg_queue_controller;GL_DOM_t_kszg_queue_controller_3.5_006;Cuando g_geco_tkt_branch_att_ind_type sea distinto de NULL y vacío;1Q23
GL_DOM_t_kszg_queue_controller_5.3_000;g_geco_tkt_branch_att_ind_type='Y';{'gf_geco_tkt_str_attn_hour_date'};t_kszg_queue_controller;GL_DOM_t_kszg_queue_controller_5.3_000;Cuanto g_geco_tkt_branch_att_ind_type=Y;4Q22
GL_DOM_t_kszg_queue_controller_5.3_002;g_geco_tkt_branch_att_ind_type='Y';{'gf_geco_ticket_date'};t_kszg_queue_controller;GL_DOM_t_kszg_queue_controller_5.3_002;Cuanto g_geco_tkt_branch_att_ind_type=Y;1Q23
GL_DOM_t_kszg_trnslty_by_channel_3.1_000;g_supra_channel_id = '01';{'gf_branch_id'};t_kszg_trnslty_by_channel;GL_DOM_t_kszg_trnslty_by_channel_3.1_000;Cuando g_supra_channel_id = 01;2Q21
GL_DOM_t_kszg_trnslty_by_channel_3.1_001;gf_transaction_amount != '0';{'g_currency_id'};t_kszg_trnslty_by_channel;GL_DOM_t_kszg_trnslty_by_channel_3.1_001;Cuando gf_transaction_amount es distinto de 0;2Q21
GL_DOM_t_kszg_trnslty_by_channel_3.1_002;g_issuer_person_role_type = '00000001';{'g_issuer_person_role_type'};t_kszg_trnslty_by_channel;GL_DOM_t_kszg_trnslty_by_channel_3.1_002;Cuando g_issuer_person_role_type = 00000001;2Q21
GL_DOM_t_kszg_trnslty_by_channel_3.1_003;g_supra_channel_id = '01';{'gf_manager_id'};t_kszg_trnslty_by_channel;GL_DOM_t_kszg_trnslty_by_channel_3.1_003;Cuando g_supra_channel_id= 01;2Q21
GL_DOM_t_kszg_trnslty_by_channel_3.4_000;gf_transaction_amount is not null;{'gf_transaction_amount'};t_kszg_trnslty_by_channel;GL_DOM_t_kszg_trnslty_by_channel_3.4_000;Distinto de Null o vacío;1Q23
GL_DOM_t_kszg_trnslty_by_channel_3.5_009;g_supra_channel_id = '01';{'g_channel_id'};t_kszg_trnslty_by_channel;GL_DOM_t_kszg_trnslty_by_channel_3.5_009;Si g_supra_channel_id es igual a 01;2Q22
GL_DOM_t_kszg_trnslty_by_channel_3.5_010;g_supra_channel_id = '02';{'g_channel_id'};t_kszg_trnslty_by_channel;GL_DOM_t_kszg_trnslty_by_channel_3.5_010;Si g_supra_channel_id es igual a 02;2Q22
GL_DOM_t_kszg_trnslty_by_channel_3.5_011;g_supra_channel_id = '03';{'g_channel_id'};t_kszg_trnslty_by_channel;GL_DOM_t_kszg_trnslty_by_channel_3.5_011;Si g_supra_channel_id es igual a 03;2Q22
GL_DOM_t_kszg_trnslty_by_channel_3.5_012;g_supra_channel_id = '04';{'g_channel_id'};t_kszg_trnslty_by_channel;GL_DOM_t_kszg_trnslty_by_channel_3.5_012;Si g_supra_channel_id es igual a 04;2Q22
GL_DOM_t_kszg_trnslty_by_channel_3.5_013;g_supra_channel_id = '05';{'g_channel_id'};t_kszg_trnslty_by_channel;GL_DOM_t_kszg_trnslty_by_channel_3.5_013;Si g_supra_channel_id es igual a 05;2Q22
GL_DOM_t_kszg_trnslty_by_channel_3.5_014;g_supra_channel_id = '06';{'g_channel_id'};t_kszg_trnslty_by_channel;GL_DOM_t_kszg_trnslty_by_channel_3.5_014;Si g_supra_channel_id es igual a 06;2Q22
GL_DOM_t_kszg_trnslty_by_channel_3.5_015;g_supra_channel_id = '07';{'g_channel_id'};t_kszg_trnslty_by_channel;GL_DOM_t_kszg_trnslty_by_channel_3.5_015;Si g_supra_channel_id es igual a 07;2Q22
GL_DOM_t_kszg_trnslty_by_channel_3.5_016;g_supra_channel_id = '08';{'g_channel_id'};t_kszg_trnslty_by_channel;GL_DOM_t_kszg_trnslty_by_channel_3.5_016;Si g_supra_channel_id es igual a 08;2Q22
GL_DOM_t_kszg_trnslty_by_channel_3.5_017;g_supra_channel_id = '09';{'g_channel_id'};t_kszg_trnslty_by_channel;GL_DOM_t_kszg_trnslty_by_channel_3.5_017;Si g_supra_channel_id es igual a 09;2Q22
GL_DOM_t_kszg_trnslty_by_channel_3.5_018;g_supra_channel_id = '10';{'g_channel_id'};t_kszg_trnslty_by_channel;GL_DOM_t_kszg_trnslty_by_channel_3.5_018;Si g_supra_channel_id es igual a 10;2Q22
GL_DOM_t_kszg_trnslty_by_channel_3.5_019;g_supra_channel_id = '11';{'g_channel_id'};t_kszg_trnslty_by_channel;GL_DOM_t_kszg_trnslty_by_channel_3.5_019;Si g_supra_channel_id es igual a 11;2Q22
GL_DOM_t_kszg_trnslty_by_channel_3.5_020;g_supra_channel_id = '12';{'g_channel_id'};t_kszg_trnslty_by_channel;GL_DOM_t_kszg_trnslty_by_channel_3.5_020;Si g_supra_channel_id es igual a 12;2Q22
GL_DOM_t_kszg_trnslty_by_channel_3.5_021;g_supra_channel_id = '13';{'g_channel_id'};t_kszg_trnslty_by_channel;GL_DOM_t_kszg_trnslty_by_channel_3.5_021;Si g_supra_channel_id es igual a 13;2Q22
GL_DOM_t_kszg_trnslty_by_channel_3.5_022;g_trans_event_family_type = '01';{'g_trans_event_subfamily_type'};t_kszg_trnslty_by_channel;GL_DOM_t_kszg_trnslty_by_channel_3.5_022;Si g_trans_event_family_type es igual a 01;2Q22
GL_DOM_t_kszg_trnslty_by_channel_3.5_023;g_trans_event_family_type = '02';{'g_trans_event_subfamily_type'};t_kszg_trnslty_by_channel;GL_DOM_t_kszg_trnslty_by_channel_3.5_023;Si g_trans_event_family_type es igual a 02;2Q22
GL_DOM_t_kszg_trnslty_by_channel_3.5_024;g_trans_event_family_type = '03';{'g_trans_event_subfamily_type'};t_kszg_trnslty_by_channel;GL_DOM_t_kszg_trnslty_by_channel_3.5_024;Si g_trans_event_family_type es igual a 03;2Q22
GL_DOM_t_kszg_trnslty_by_channel_3.5_025;g_trans_event_family_type = '04';{'g_trans_event_subfamily_type'};t_kszg_trnslty_by_channel;GL_DOM_t_kszg_trnslty_by_channel_3.5_025;Si g_trans_event_family_type es igual a 04;2Q22
GL_DOM_t_kszg_trnslty_by_channel_3.5_026;g_trans_event_family_type = '05';{'g_trans_event_subfamily_type'};t_kszg_trnslty_by_channel;GL_DOM_t_kszg_trnslty_by_channel_3.5_026;Si g_trans_event_family_type es igual a 05;2Q22
GL_DOM_t_kszg_trnslty_by_channel_3.5_027;g_trans_event_family_type = '06';{'g_trans_event_subfamily_type'};t_kszg_trnslty_by_channel;GL_DOM_t_kszg_trnslty_by_channel_3.5_027;Si g_trans_event_family_type es igual a 06;2Q22
GL_DOM_t_kwth_light_price_3.4_002;gf_ti_unit_energy_cost_amount is not null;{'gf_ti_unit_energy_cost_amount'};t_kwth_light_price;GL_DOM_t_kwth_light_price_3.4_002;Si el campo (gf_ti_unit_energy_cost_amount) es distinto a NULL o vacío;1Q23
GL_DOM_t_kwth_price_factor_3.4_000;gf_low_lm_cons_range_number is not null;{'gf_low_lm_cons_range_number'};t_kwth_price_factor;GL_DOM_t_kwth_price_factor_3.4_000;Si el campo (gf_low_lm_cons_range_number) es distinto a NULL o vacío;3Q22
GL_DOM_t_kwth_price_factor_3.4_001;gf_upp_lm_cons_range_number is not null;{'gf_upp_lm_cons_range_number'};t_kwth_price_factor;GL_DOM_t_kwth_price_factor_3.4_001;Si el campo (gf_upp_lm_cons_range_number) es distinto a NULL o vacío;3Q22
GL_DOM_t_kwth_price_factor_5.3_000;gf_upp_lm_cons_range_number is not null and gf_upp_lm_cons_range_number != '';{'gf_upp_lm_cons_range_number'};t_kwth_price_factor;GL_DOM_t_kwth_price_factor_5.3_000;Si el campo (gf_upp_lm_cons_range_number) es distinto a NULL o vacío;3Q22
GL_DOM_t_kwth_transport_sustnbl_factor_3.4_001;gf_actvy_pol_em_fctr_number is not null;{'gf_actvy_pol_em_fctr_number'};t_kwth_transport_sustnbl_factor;GL_DOM_t_kwth_transport_sustnbl_factor_3.4_001;Si el campo (gf_actvy_pol_em_fctr_number) es distinto a NULL o vacío;1Q23
GL_DOM_t_l9ct_client_carbon_data_scp3_6.4_000;gf_ghg_s3_ems_i_dw_to_r_number is not null and gf_ghg_s3_ems_i_dw_to_r_number != 0 and gf_ghg_s3_ems_i_dw_to_r_number_ is not null and gf_ghg_s3_ems_i_dw_to_r_number_ != 0;{'gf_ghg_s3_ems_i_dw_to_r_number'};t_l9ct_client_carbon_data_scp3;GL_DOM_t_l9ct_client_carbon_data_scp3_6.4_000;Si el campo (gf_ghg_s3_ems_i_dw_to_r_number) es diferente a NULL o vacío;1Q23
GL_DOM_t_l9ct_client_carbon_data_scp3_6.4_001;gf_ghg_s3_ems_i_up_to_r_number is not null and gf_ghg_s3_ems_i_up_to_r_number != 0 and gf_ghg_s3_ems_i_up_to_r_number_ is not null and gf_ghg_s3_ems_i_up_to_r_number_ != 0;{'gf_ghg_s3_ems_i_up_to_r_number'};t_l9ct_client_carbon_data_scp3;GL_DOM_t_l9ct_client_carbon_data_scp3_6.4_001;Si el campo (gf_ghg_s3_ems_i_up_to_r_number) es diferente a NULL o vacío;1Q23
GL_DOM_t_l9ct_client_carbon_data_scp3_6.4_002;gf_ghg_scp_3_ems_ind_dw_number is not null and gf_ghg_scp_3_ems_ind_dw_number != 0 and gf_ghg_scp_3_ems_ind_dw_number_ is not null and gf_ghg_scp_3_ems_ind_dw_number_ != 0;{'gf_ghg_scp_3_ems_ind_dw_number'};t_l9ct_client_carbon_data_scp3;GL_DOM_t_l9ct_client_carbon_data_scp3_6.4_002;Si el campo (gf_ghg_scp_3_ems_ind_dw_number) es diferente a NULL o vacío;1Q23
GL_DOM_t_l9ct_client_carbon_data_scp3_6.4_003;gf_ghg_scp_3_ems_ind_up_number is not null and gf_ghg_scp_3_ems_ind_up_number != 0 and gf_ghg_scp_3_ems_ind_up_number_ is not null and gf_ghg_scp_3_ems_ind_up_number_ != 0;{'gf_ghg_scp_3_ems_ind_up_number'};t_l9ct_client_carbon_data_scp3;GL_DOM_t_l9ct_client_carbon_data_scp3_6.4_003;Si el campo (gf_ghg_scp_3_ems_ind_up_number) es diferente a NULL o vacío;1Q23
GL_DOM_t_l9ct_client_cmpny_carbon_data_6.4_000;gf_ghg_s1_ems_dir_to_r_number is not null and gf_ghg_s1_ems_dir_to_r_number != 0 and gf_ghg_s1_ems_dir_to_r_number_ is not null and gf_ghg_s1_ems_dir_to_r_number_ != 0;{'gf_ghg_s1_ems_dir_to_r_number'};t_l9ct_client_cmpny_carbon_data;GL_DOM_t_l9ct_client_cmpny_carbon_data_6.4_000;Si el campo (gf_ghg_s1_ems_dir_to_r_number) es diferente a NULL, 0 ó vacío;1Q23
GL_DOM_t_l9ct_client_cmpny_carbon_data_6.4_001;gf_ghg_s2_ems_ind_to_r_number is not null and gf_ghg_s2_ems_ind_to_r_number != 0 and gf_ghg_s2_ems_ind_to_r_number_ is not null and gf_ghg_s2_ems_ind_to_r_number_ != 0;{'gf_ghg_s2_ems_ind_to_r_number'};t_l9ct_client_cmpny_carbon_data;GL_DOM_t_l9ct_client_cmpny_carbon_data_6.4_001;Si el campo (gf_ghg_s2_ems_ind_to_r_number) es diferente a NULL, 0 ó vacío;1Q23
GL_DOM_t_l9ct_client_cmpny_carbon_data_6.4_002;gf_ghg_scope_3_ems_ind_number is not null and gf_ghg_scope_3_ems_ind_number != 0 and gf_ghg_scope_3_ems_ind_number_ is not null and gf_ghg_scope_3_ems_ind_number_ != 0;{'gf_ghg_scope_3_ems_ind_number'};t_l9ct_client_cmpny_carbon_data;GL_DOM_t_l9ct_client_cmpny_carbon_data_6.4_002;Si el campo (gf_ghg_scope_3_ems_ind_number) es diferente a NULL, 0 ó vacío;1Q23
GL_DOM_t_l9ct_client_paris_alignment_3.4_000;gf_company_ems_cyr_number is not null;{'gf_company_ems_cyr_number'};t_l9ct_client_paris_alignment;GL_DOM_t_l9ct_client_paris_alignment_3.4_000;Si el campo (gf_company_ems_cyr_number) es diferente a NULL;1Q25
GL_DOM_t_l9ct_client_paris_alignment_3.4_001;gf_aligned_ems_cyr_number is not null;{'gf_aligned_ems_cyr_number'};t_l9ct_client_paris_alignment;GL_DOM_t_l9ct_client_paris_alignment_3.4_001;Si el campo (gf_aligned_ems_cyr_number) es diferente a NULL;1Q25
GL_DOM_t_l9ct_client_paris_alignment_5.3_000;gf_ems_align_deg_cyr_number is not null;{'gf_ems_align_deg_cyr_number'};t_l9ct_client_paris_alignment;GL_DOM_t_l9ct_client_paris_alignment_5.3_000;Si el campo (gf_ems_align_deg_cyr_number) es diferente a NULL;1Q25
27fe0c6498;gf_cutoff_date='CUTOFF_DATE';{'gf_annl_dirct_own_act_number'};t_l9ct_co_asset_rel_activity;27fe0c6498;;3Q24
27fe0cf8f2;gf_cutoff_date='CUTOFF_DATE';{'gf_annl_eqty_own_act_number'};t_l9ct_co_asset_rel_activity;27fe0cf8f2;;3Q24
27fdb74b40;gf_cutoff_date='CUTOFF_DATE';{'gf_annl_fin_cntl_acvty_number'};t_l9ct_co_asset_rel_activity;27fdb74b40;;3Q24
27fdb2a2a1;gf_cutoff_date='CUTOFF_DATE';{'gf_annl_dirct_own_ems_number'};t_l9ct_co_asset_rel_emissions;27fdb2a2a1;;3Q24
27fdb31284;gf_cutoff_date='CUTOFF_DATE';{'gf_annl_eqty_own_ems_number'};t_l9ct_co_asset_rel_emissions;27fdb31284;;3Q24
27fdb3770c;gf_cutoff_date='CUTOFF_DATE';{'gf_annl_fin_cntl_ems_number'};t_l9ct_co_asset_rel_emissions;27fdb3770c;;3Q24
GL_STR_t_l9ct_cs_ncs_co_tx_alig_sctr_r_4.3_001;g_customer_id != 'NA';{'g_customer_id'};t_l9ct_cs_ncs_co_tx_alig_sctr_r;GL_STR_t_l9ct_cs_ncs_co_tx_alig_sctr_r_4.3_001;g_customer_id != 'NA';3Q24
GL_DOM_t_l9ct_cs_ncs_co_tx_alig_sctr_r_6.2_000;gf_tcst_sctr_rev_per is not null;{'gf_tcst_sctr_rev_per'};t_l9ct_cs_ncs_co_tx_alig_sctr_r;GL_DOM_t_l9ct_cs_ncs_co_tx_alig_sctr_r_6.2_000;Si el campo (gf_tcst_sctr_rev_per) es diferente a NULL o vacío;2Q23
27927469d6;gf_scope_3_up_emfc_number is not null and gf_scope_3_up_emfc_number != 0 and gf_scope_3_up_emfc_number is not null and gf_scope_3_up_emfc_number != 0;{'gf_scope_3_up_emfc_number'};t_l9ct_em_factors_buildings;27927469d6;Si el campo (gf_scope_3_up_emfc_number) es diferente a NULL, 0 ó vacío;3Q24
2792746a1c;gf_scope_3_dw_emfc_number is not null and gf_scope_3_dw_emfc_number != 0 and gf_scope_3_dw_emfc_number is not null and gf_scope_3_dw_emfc_number != 0;{'gf_scope_3_dw_emfc_number'};t_l9ct_em_factors_buildings;2792746a1c;Si el campo (gf_scope_3_dw_emfc_number) es diferente a NULL, 0 ó vacío;3Q24
2792746a5d;gf_unspecified_ems_emfc_number is not null and gf_unspecified_ems_emfc_number != 0 and gf_unspecified_ems_emfc_number is not null and gf_unspecified_ems_emfc_number != 0;{'gf_unspecified_ems_emfc_number'};t_l9ct_em_factors_buildings;2792746a5d;Si el campo (gf_unspecified_ems_emfc_number) es diferente a NULL, 0 ó vacío;3Q24
2792746aa3;gf_avoided_ems_emfc_number is not null and gf_avoided_ems_emfc_number != 0 and gf_avoided_ems_emfc_number is not null and gf_avoided_ems_emfc_number != 0;{'gf_avoided_ems_emfc_number'};t_l9ct_em_factors_buildings;2792746aa3;Si el campo (gf_avoided_ems_emfc_number) es diferente a NULL, 0 ó vacío;3Q24
2792746ae8;gf_cbn_sequestrtn_emfc_number is not null and gf_cbn_sequestrtn_emfc_number != 0 and gf_cbn_sequestrtn_emfc_number is not null and gf_cbn_sequestrtn_emfc_number != 0;{'gf_cbn_sequestrtn_emfc_number'};t_l9ct_em_factors_buildings;2792746ae8;Si el campo (gf_cbn_sequestrtn_emfc_number) es diferente a NULL, 0 ó vacío;3Q24
27927463d6;gf_scope_1_emfc_number is not null and gf_scope_1_emfc_number != 0 and gf_scope_1_emfc_number is not null and gf_scope_1_emfc_number != 0;{'gf_scope_1_emfc_number'};t_l9ct_em_factors_by_sector;27927463d6;Si el campo (gf_scope_1_emfc_number) es diferente a NULL, 0 ó vacío;3Q24
279274642e;gf_scope_2_emfc_number is not null and gf_scope_2_emfc_number != 0 and gf_scope_2_emfc_number is not null and gf_scope_2_emfc_number != 0;{'gf_scope_2_emfc_number'};t_l9ct_em_factors_by_sector;279274642e;Si el campo (gf_scope_2_emfc_number) es diferente a NULL, 0 ó vacío;3Q24
2792746487;gf_scope_3_up_emfc_number is not null and gf_scope_3_up_emfc_number != 0 and gf_scope_3_up_emfc_number is not null and gf_scope_3_up_emfc_number != 0;{'gf_scope_3_up_emfc_number'};t_l9ct_em_factors_by_sector;2792746487;Si el campo (gf_scope_3_up_emfc_number) es diferente a NULL, 0 ó vacío;3Q24
27927464dd;gf_scope_3_dw_emfc_number is not null and gf_scope_3_dw_emfc_number != 0 and gf_scope_3_dw_emfc_number is not null and gf_scope_3_dw_emfc_number != 0;{'gf_scope_3_dw_emfc_number'};t_l9ct_em_factors_by_sector;27927464dd;Si el campo (gf_scope_3_dw_emfc_number) es diferente a NULL, 0 ó vacío;3Q24
2792746532;gf_unspecified_ems_emfc_number is not null and gf_unspecified_ems_emfc_number != 0 and gf_unspecified_ems_emfc_number is not null and gf_unspecified_ems_emfc_number != 0;{'gf_unspecified_ems_emfc_number'};t_l9ct_em_factors_by_sector;2792746532;Si el campo (gf_unspecified_ems_emfc_number) es diferente a NULL, 0 ó vacío;3Q24
2792746582;gf_avoided_ems_emfc_number is not null and gf_avoided_ems_emfc_number != 0 and gf_avoided_ems_emfc_number is not null and gf_avoided_ems_emfc_number != 0;{'gf_avoided_ems_emfc_number'};t_l9ct_em_factors_by_sector;2792746582;Si el campo (gf_avoided_ems_emfc_number) es diferente a NULL, 0 ó vacío;3Q24
27927465ca;gf_cbn_sequestrtn_emfc_number is not null and gf_cbn_sequestrtn_emfc_number != 0 and gf_cbn_sequestrtn_emfc_number is not null and gf_cbn_sequestrtn_emfc_number != 0;{'gf_cbn_sequestrtn_emfc_number'};t_l9ct_em_factors_by_sector;27927465ca;Si el campo (gf_cbn_sequestrtn_emfc_number) es diferente a NULL, 0 ó vacío;3Q24
2792746bf7;gf_buildings_emfc_number is not null and gf_buildings_emfc_number != 0 and gf_buildings_emfc_number is not null and gf_buildings_emfc_number != 0;{'gf_buildings_emfc_number'};t_l9ct_em_factors_eur_buildings;2792746bf7;Si el campo (gf_buildings_emfc_number) es diferente a NULL, 0 ó vacío;3Q24
2792746b6d;g_emfc_object_meas_unit_type is not null and g_emfc_object_meas_unit_type != 0 and g_emfc_object_meas_unit_type is not null and g_emfc_object_meas_unit_type != 0;{'g_emfc_object_meas_unit_type'};t_l9ct_em_factors_eur_buildings;2792746b6d;Si el campo (g_emfc_object_meas_unit_type) es diferente a NULL, 0 ó vacío;3Q24
2792746bb0;g_epc_rating_emfc_id is not null and g_epc_rating_emfc_id != 0 and g_epc_rating_emfc_id is not null and g_epc_rating_emfc_id != 0;{'g_epc_rating_emfc_id'};t_l9ct_em_factors_eur_buildings;2792746bb0;Si el campo (g_epc_rating_emfc_id) es diferente a NULL, 0 ó vacío;3Q24
27927467c7;gf_unspecified_ems_emfc_number is not null and gf_unspecified_ems_emfc_number != 0 and gf_unspecified_ems_emfc_number is not null and gf_unspecified_ems_emfc_number != 0;{'gf_unspecified_ems_emfc_number'};t_l9ct_em_factors_motor_ve;27927467c7;Si el campo (gf_unspecified_ems_emfc_number) es diferente a NULL, 0 ó vacío;3Q24
2792746810;gf_avoided_ems_emfc_number is not null and gf_avoided_ems_emfc_number != 0 and gf_avoided_ems_emfc_number is not null and gf_avoided_ems_emfc_number != 0;{'gf_avoided_ems_emfc_number'};t_l9ct_em_factors_motor_ve;2792746810;Si el campo (gf_avoided_ems_emfc_number) es diferente a NULL, 0 ó vacío;3Q24
279274685b;gf_cbn_sequestrtn_emfc_number is not null and gf_cbn_sequestrtn_emfc_number != 0 and gf_cbn_sequestrtn_emfc_number is not null and gf_cbn_sequestrtn_emfc_number != 0;{'gf_cbn_sequestrtn_emfc_number'};t_l9ct_em_factors_motor_ve;279274685b;Si el campo (gf_cbn_sequestrtn_emfc_number) es diferente a NULL, 0 ó vacío;3Q24
2792746740;gf_scope_3_up_emfc_number is not null and gf_scope_3_up_emfc_number != 0 and gf_scope_3_up_emfc_number is not null and gf_scope_3_up_emfc_number != 0;{'gf_scope_3_up_emfc_number'};t_l9ct_em_factors_motor_ve;2792746740;Si el campo (gf_scope_3_up_emfc_number) es diferente a NULL, 0 ó vacío;3Q24
279274677d;gf_scope_3_dw_emfc_number is not null and gf_scope_3_dw_emfc_number != 0 and gf_scope_3_dw_emfc_number is not null and gf_scope_3_dw_emfc_number != 0;{'gf_scope_3_dw_emfc_number'};t_l9ct_em_factors_motor_ve;279274677d;Si el campo (gf_scope_3_dw_emfc_number) es diferente a NULL, 0 ó vacío;3Q24
27927468ab;gf_scope_3_emfc_number is not null and gf_scope_3_emfc_number != 0 and gf_scope_3_emfc_number is not null and gf_scope_3_emfc_number != 0;{'gf_scope_3_emfc_number'};t_l9ct_em_factors_motor_ve;27927468ab;Si el campo (gf_scope_3_emfc_number) es diferente a NULL, 0 ó vacío;3Q24
2848d7cfac;g_holding_group_id is not null and g_holding_group_id != '';{'g_holding_group_id'};t_l9ct_gp_cust_ext_data_comp;2848d7cfac;La regla solo debe ejecutarse cuando el campo g_holding_group_id esté rellenado. ;1Q25
27fd16620a;g_isin_id is not null and g_isin_id != '';{'g_isin_id'};t_l9ct_green_bonds_secty_flag;27fd16620a;Si el campo (g_isin_id) es diferente a NULL o vacío;3Q24
27fd16f545;gf_security_second_id is not null and gf_security_second_id != '';{'gf_security_second_id'};t_l9ct_green_bonds_secty_flag;27fd16f545;Si el campo (gf_security_second_id) es diferente a NULL o vacío;3Q24
282f87a1e3;g_green_bond_ind_type is not null;{'g_green_bond_ind_type'};t_l9ct_green_bonds_secty_flag;282f87a1e3;No debe aplicarse cuando el campo sea nulo.;1Q25
282f87a2ed;g_eu_taxo_green_bond_ind_type is not null;{'g_eu_taxo_green_bond_ind_type'};t_l9ct_green_bonds_secty_flag;282f87a2ed;No debe aplicarse cuando el campo sea nulo.;1Q25
