ids;naming_set;tablas;subset;datavaluespath;values;datavaluescolumn;datavaluessubset;ID RULE;CATALOG (TAXONOMY/STATIC) (3.5-6.1-6.10);Frequency of measurement;Subset;DEFINITION PERIOD;PUBLICATION DATE;STATUS DEVELOPMENT;STATUS IMPLANTATION;Parameters;datavaluespath_str;datavaluessubset_gcatalogid;datavaluessubset_gffrequencytype
GL_DOM_t_j7il_touchpoint_detail_3.5_002;{'g_information_platform_type'};t_j7il_touchpoint_detail;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id = 'C448' and gf_frequency_type='D';GL_DOM_t_j7il_touchpoint_detail_3.5_002;C448;Daily;;2Q21;Jul_2021;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C448;D
GL_DOM_t_j7il_touchpoint_detail_3.5_003;{'g_event_type'};t_j7il_touchpoint_detail;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C714' and gf_frequency_type='D';GL_DOM_t_j7il_touchpoint_detail_3.5_003;C714;Daily;;2Q21;Jul_2021;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C714;D
GL_DOM_t_j7il_touchpoint_detail_3.5_004;{'g_country_id'};t_j7il_touchpoint_detail;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C245' and gf_frequency_type='D';GL_DOM_t_j7il_touchpoint_detail_3.5_004;C245;Daily;;2Q21;Jul_2021;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C245;D
GL_DOM_t_j7il_touchpoint_detail_3.5_005;{'g_channel_id'};t_j7il_touchpoint_detail;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C071' and gf_frequency_type='D';GL_DOM_t_j7il_touchpoint_detail_3.5_005;C071;Daily;;2Q21;Jul_2021;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C071;D
GL_DOM_t_j7il_touchpoint_detail_3.5_006;{'g_supra_channel_id'};t_j7il_touchpoint_detail;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C069' and gf_frequency_type='D';GL_DOM_t_j7il_touchpoint_detail_3.5_006;C069;Daily;;2Q21;Jul_2021;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C069;D
GL_DOM_t_j7il_touchpoint_detail_3.5_007;{'g_event_status_type'};t_j7il_touchpoint_detail;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C950' and gf_frequency_type='D';GL_DOM_t_j7il_touchpoint_detail_3.5_007;C950;Daily;;4Q21;Ene_2022;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C950;D
GL_DOM_t_j7il_touchpoint_3.5_000;{'g_person_role_type'};t_j7il_touchpoint;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C529' and gf_frequency_type='D';GL_DOM_t_j7il_touchpoint_3.5_000;C529;Daily;;2Q21;Jul_2021;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C529;D
GL_DOM_t_j7il_touchpoint_3.5_001;{'g_event_status_type'};t_j7il_touchpoint;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C950' and gf_frequency_type='D';GL_DOM_t_j7il_touchpoint_3.5_001;C950;Daily;;1Q24;Abr_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C950;D
GL_DOM_t_j7il_touchpoint_3.5_002;{'g_channel_id'};t_j7il_touchpoint;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C071' and gf_frequency_type='D';GL_DOM_t_j7il_touchpoint_3.5_002;C071;Daily;;2Q21;Jul_2021;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C071;D
GL_DOM_t_j7il_touchpoint_3.5_003;{'g_supra_channel_id'};t_j7il_touchpoint;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C069' and gf_frequency_type='D';GL_DOM_t_j7il_touchpoint_3.5_003;C069;Daily;;2Q21;Jul_2021;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C069;D
GL_DOM_t_j7il_touchpoint_3.5_005;{'g_information_platform_type'};t_j7il_touchpoint;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id = 'C448' and gf_frequency_type='D';GL_DOM_t_j7il_touchpoint_3.5_005;C448;Daily;;2Q21;Jul_2021;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C448;D
GL_DOM_t_j7il_touchpoint_3.5_006;{'g_country_id'};t_j7il_touchpoint;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C245' and gf_frequency_type='D';GL_DOM_t_j7il_touchpoint_3.5_006;C245;Daily;;4Q21;Ene_2022;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C245;D
GL_DOM_t_j7il_touchpoint_3.5_007;{'g_event_type'};t_j7il_touchpoint;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C714' and gf_frequency_type='D';GL_DOM_t_j7il_touchpoint_3.5_007;C714;Daily;;3Q22;Oct_2022;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C714;D
GL_DOM_t_katc_attributes_contract_mp_3.5_000;{'g_country_id'};t_katc_attributes_contract_mp;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C245' and gf_frequency_type='M';GL_DOM_t_katc_attributes_contract_mp_3.5_000;C245;Monthly;;4Q22;Ene_2023;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C245;M
27b6311427;{'g_currency_id'};t_katc_attributes_contract_mp;g_currency_id is not null and g_currency_id != '';['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C246' and gf_frequency_type='M';27b6311427;C246;Monthly;Distinto de Null o vacío;1Q24;Abr_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C246;M
GL_DOM_t_katc_attributes_dp_3.5_000;{'g_country_id'};t_katc_attributes_dp;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C245' and gf_frequency_type='D';GL_DOM_t_katc_attributes_dp_3.5_000;C245;Daily;;4Q21;Ene_2022;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C245;D
27b6311292;{'g_currency_id'};t_katc_attributes_dp;g_currency_id is not null and g_currency_id != '';['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C246' and gf_frequency_type='D';27b6311292;C246;Daily;Distinto de Null o vacío;1Q24;Abr_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C246;D
GL_DOM_t_katc_attributes_mp_3.5_000;{'g_country_id'};t_katc_attributes_mp;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C245' and gf_frequency_type='M';GL_DOM_t_katc_attributes_mp_3.5_000;C245;Monthly;;4Q21;Ene_2022;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C245;M
27b6311387;{'g_currency_id'};t_katc_attributes_mp;g_currency_id is not null and g_currency_id != '';['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C246' and gf_frequency_type='D';27b6311387;C246;Daily;Distinto de Null o vacío;1Q24;Abr_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C246;D
GL_DOM_t_katc_balance_forecast_3.5_000;{'g_country_id'};t_katc_balance_forecast;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C245' and gf_frequency_type='D';GL_DOM_t_katc_balance_forecast_3.5_000;C245;Daily;;1Q23;Mar_2023;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C245;D
27b63115bf;{'g_currency_id'};t_katc_balance_forecast;g_currency_id is not null and g_currency_id != '';['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C246' and gf_frequency_type='D';27b63115bf;C246;Daily;Distinto de Null o vacío;1Q24;Abr_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C246;D
2808dddbc7;{'g_data_source_origin_type'};t_katc_burned_items;g_data_source_origin_type is not null and g_data_source_origin_type != '';['/data/master/ktny/data/t_ktny_catalog_values_taxonomy'];;gf_catalog_val_id;g_catalog_id ='D056' and gf_frequency_type = 'D';2808dddbc7;D056;Daily;Distinto de null o vacío;3Q24;Nov_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy;D056;D
2808de45fc;{'g_burned_type'};t_katc_burned_items;g_burned_type is not null and g_burned_type != '';['/data/master/ktny/data/t_ktny_catalog_values_taxonomy'];;gf_catalog_val_id;g_catalog_id ='E030' and gf_frequency_type = 'D';2808de45fc;E030;Daily;Distinto de null o vacío;3Q24;Nov_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy;E030;D
GL_DOM_t_katc_recurrence_forecast_3.5_000;{'g_country_id'};t_katc_recurrence_forecast;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C245' and gf_frequency_type='D';GL_DOM_t_katc_recurrence_forecast_3.5_000;C245;Daily;;1Q23;Mar_2023;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C245;D
27b6311326;{'g_frequency_transaction_type'};t_katc_recurrence_forecast;g_frequency_transaction_type is not null and g_frequency_transaction_type != '';['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='ALFQ' and gf_frequency_type='D';27b6311326;ALFQ;Daily;Distinto de Null o vacío;1Q24;Abr_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;ALFQ;D
27b63114b9;{'g_currency_id'};t_katc_recurrence_forecast;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C246' and gf_frequency_type='D';27b63114b9;C246;Daily;;1Q24;Abr_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C246;D
GL_DOM_t_katc_relevant_facts_3.5_000;{'g_country_id'};t_katc_relevant_facts;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C245' and gf_frequency_type='D';GL_DOM_t_katc_relevant_facts_3.5_000;C245;Daily;;4Q21;Ene_2022;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C245;D
GL_DOM_t_katc_relevant_facts_3.5_003;{'g_relevant_fact_type_id'};t_katc_relevant_facts;g_relevant_fact_type_id is not null and g_relevant_fact_type_id != '';['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='A242' and gf_frequency_type='D';GL_DOM_t_katc_relevant_facts_3.5_003;A242;Daily;Null o Vacío;1Q23;Mar_2023;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;A242;D
GL_DOM_t_katc_relevant_facts_3.5_004;{'g_balance_type_id'};t_katc_relevant_facts;g_balance_type_id is not null and g_balance_type_id != '';['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='A243' and gf_frequency_type='D';GL_DOM_t_katc_relevant_facts_3.5_004;A243;Daily;Null o Vacío;4Q23;Dic_2023;FINISHED;DELIVERED;"RUNNING JOB PARAMS:
     CUTOFF_DATE: Date of the data

JOB EXTRALIBS:
     extralibs: Link to custom repository";/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;A243;D
27b631153b;{'g_currency_id'};t_katc_relevant_facts;g_currency_id is not null and g_currency_id != '';['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C246' and gf_frequency_type='D';27b631153b;C246;Daily;Distinto de Null o vacío;1Q24;Abr_2024;FINISHED;DELIVERED;"RUNNING JOB PARAMS:
     CUTOFF_DATE: Date of the data

JOB EXTRALIBS:
     extralibs: Link to custom repository";/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C246;D
2782151e2a;{'g_country_id'};t_kcdg_graph_edges;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C245' and gf_frequency_type='M';2782151e2a;C245;Monthly;;4Q23;Ene_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C245;M
278214e25f;{'g_country_id'};t_kcdg_graph_nodes;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C245' and gf_frequency_type='M';278214e25f;C245;Monthly;;4Q23;Ene_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C245;M
27e3c80434;{'gf_format_attribute_node_id'};t_kcdg_graph_nodes;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='D865' and gf_frequency_type='M';27e3c80434;D865 ;Monthly;;2Q24;Jul_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;D865;M
27b6311a00;{'g_country_id'};t_kceg_agg_balances_any_holder;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C245' and gf_frequency_type='M';27b6311a00;C245;Monthly;;1Q24;Abr_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C245;M
27b6311a94;{'g_global_product_id'};t_kceg_agg_balances_any_holder;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C375' and gf_frequency_type='M';27b6311a94;C375;Monthly;;1Q24;Abr_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C375;M
282535f942;{'g_local_currency_id'};t_kceg_agg_balances_any_holder;g_local_currency_id is not null and g_local_currency_id != '';['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C246' and gf_frequency_type='M';282535f942;C246;Monthly;Distinto de null o vacío;3Q24;Nov_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C246;M
27b63119aa;{'g_global_product_id'};t_kceg_agg_balances_main_holder;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C375' and gf_frequency_type='M';27b63119aa;C375;Monthly;;1Q24;Abr_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C375;M
27b6311919;{'g_country_id'};t_kceg_agg_balances_main_holder;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C245' and gf_frequency_type='M';27b6311919;C245;Monthly;;1Q24;Abr_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C245;M
282535c0a6;{'g_local_currency_id'};t_kceg_agg_balances_main_holder;g_local_currency_id is not null and g_local_currency_id != '';['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C246' and gf_frequency_type='M';282535c0a6;C246;Monthly;Distinto de null o vacío;3Q24;Nov_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C246;M
GL_DOM_t_kceg_agg_balances_3.5_000;{'g_country_id'};t_kceg_agg_balances;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C245' and gf_frequency_type='M';GL_DOM_t_kceg_agg_balances_3.5_000;C245;Monthly;;1Q23;Mar_2023;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C245;M
27b6311874;{'g_global_product_id'};t_kceg_agg_balances;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C375' and gf_frequency_type='M';27b6311874;C375;Monthly;;1Q24;Abr_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C375;M
27b63118bf;{'g_local_currency_id'};t_kceg_agg_balances;g_local_currency_id is not null and g_local_currency_id != '';['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C246' and gf_frequency_type='M';27b63118bf;C246;Monthly;Distinto de Null o vacío;1Q24;Abr_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C246;M
27d25bae1c;{'g_party_type'};t_kceg_agg_balances;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='PART' and gf_frequency_type='M';27d25bae1c;PART;Monthly;;1Q24;Abr_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;PART;M
GL_DOM_t_kceg_agg_services_3.5_000;{'g_country_id'};t_kceg_agg_services;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C245' and gf_frequency_type='M';GL_DOM_t_kceg_agg_services_3.5_000;C245;Monthly;;1Q23;Mar_2023;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C245;M
27b6311adf;{'g_global_product_id'};t_kceg_agg_services;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C375' and gf_frequency_type='M';27b6311adf;C375;Monthly;;1Q24;Abr_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C375;M
27d60e0db6;{'g_local_currency_id'};t_kceg_agg_services;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C246' and gf_frequency_type='M';27d60e0db6;C246;Monthly;;1Q24;Abr_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C246;M
27d60e0eb0;{'g_party_type'};t_kceg_agg_services;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='PART' and gf_frequency_type='M';27d60e0eb0;PART;Monthly;;1Q24;Abr_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;PART;M
2781f466ad;{'g_country_id'};t_kceg_cust_agg_recurring_income;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C245' and gf_frequency_type='M';2781f466ad;C245;Monthly;;4Q23;Ene_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C245;M
2781ff9d57;{'g_recurring_incomes_type'};t_kceg_cust_agg_recurring_income;g_recurring_incomes_type is not null and g_recurring_incomes_type != '';['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='B615' and gf_frequency_type='M';2781ff9d57;B615;Monthly;Distinto de Null o vacío;4Q23;Ene_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;B615;M
27b63111cb;{'g_currency_id'};t_kceg_cust_agg_recurring_income;g_currency_id is not null and g_currency_id != '';['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C246' and gf_frequency_type='M';27b63111cb;C246;Monthly;Distinto de Null o vacío;1Q24;Abr_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C246;M
27b6311798;{'g_country_id'};t_kceg_cust_prod_any_holder;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C245' and gf_frequency_type='M';27b6311798;C245;Monthly;;1Q24;Abr_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C245;M
27b6311827;{'g_global_product_id'};t_kceg_cust_prod_any_holder;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C375' and gf_frequency_type='M';27b6311827;C375;Monthly;;1Q24;Abr_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C375;M
27ec93d18b;{'g_prod_comm_situation_type'};t_kceg_cust_prod_any_holder;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='A067' and gf_frequency_type='M';27ec93d18b;A067;Monthly;;2Q24;Jul_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;A067;M
27b63116b6;{'g_country_id'};t_kceg_cust_prod_main_holder;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C245' and gf_frequency_type='M';27b63116b6;C245;Monthly;;1Q24;Abr_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C245;M
27b631173d;{'g_global_product_id'};t_kceg_cust_prod_main_holder;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C375' and gf_frequency_type='M';27b631173d;C375;Monthly;;1Q24;Abr_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C375;M
27ec930676;{'g_prod_comm_situation_type'};t_kceg_cust_prod_main_holder;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='A067' and gf_frequency_type='M';27ec930676;A067;Monthly;;2Q24;Jul_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;A067;M
28142ab113;{'g_country_id'};t_kceg_customer_app_expertise;g_country_id is not null and g_country_id != '';['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C245' and gf_frequency_type='D';28142ab113;C245;Daily;Distinto de null o vacío;3Q24;Nov_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C245;D
28142ab214;{'g_exprts_cst_bank_app_type'};t_kceg_customer_app_expertise;g_exprts_cst_bank_app_type is not null and g_exprts_cst_bank_app_type != '';['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='D782' and gf_frequency_type='D';28142ab214;D782;Daily;Distinto de null o vacío;3Q24;Nov_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;D782;D
28142ab308;{'g_exprts_cst_bank_app_prev_iter_type'};t_kceg_customer_app_expertise;g_exprts_cst_bank_app_prev_iter_type is not null and g_exprts_cst_bank_app_prev_iter_type != '';['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='D782' and gf_frequency_type='D';28142ab308;D782;Daily;Distinto de null o vacío;3Q24;Nov_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;D782;D
28142ab405;{'g_exprts_cst_bank_app_next_iter_type'};t_kceg_customer_app_expertise;g_exprts_cst_bank_app_next_iter_type is not null and g_exprts_cst_bank_app_next_iter_type != '';['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='D782' and gf_frequency_type='D';28142ab405;D782;Daily;Distinto de null o vacío;3Q24;Nov_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;D782;D
GL_DOM_t_kceg_customer_cancellations_3.5_000;{'g_cust_cancellation_type'};t_kceg_customer_cancellations;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='A526' and gf_frequency_type='M';GL_DOM_t_kceg_customer_cancellations_3.5_000;A526;Monthly;;1Q24;Abr_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;A526;M
GL_DOM_t_kceg_customer_cancellations_3.5_001;{'g_country_id'};t_kceg_customer_cancellations;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C245' and gf_frequency_type='M';GL_DOM_t_kceg_customer_cancellations_3.5_001;C245;Monthly;;2Q22;Jul_2022;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C245;M
