,,,Nuestro doc: SDM [C360] - Componentes,,Ejemplo correcto:,,,,,,,,,,,,,,,Schema,Componente,,,,Dataproc Live,,,,,Planificación Proceso,,,Adicional,Países en los que aplica (Opcional),,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/re4m/master/t_re4m_messages_insights,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-messagesinsightsmrfield-01.json?at=refs%2Ftags%2Fv17.0.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-messagesinsightsmrfield-01.json?at=refs%2Ftags%2Fv17.0.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-messagesinsightsmrfield-01.json?at=refs%2Ftags%2Fv17.0.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-messagesinsightsmrfield-01.json?at=refs%2Ftags%2Fv17.0.0",t_re4m_messages_insights,RE4M_messages-insights_MRField.conf,DELIVERED,15.1.0,RE4M,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/re4m_hamm/15.1.0/hammurabi/confs/master/re4m/RE4M_messages-insights_MRField.conf,CUTOFF_DATE,1,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/re4m/master/t_re4m_messages_insights,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-messagesinsightsmrobject-01.json?at=refs%2Ftags%2Fv17.0.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-messagesinsightsmrobject-01.json?at=refs%2Ftags%2Fv17.0.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-messagesinsightsmrobject-01.json?at=refs%2Ftags%2Fv17.0.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-messagesinsightsmrobject-01.json?at=refs%2Ftags%2Fv17.0.0",t_re4m_messages_insights,RE4M_messages-insights_MRObject.conf,DELIVERED,15.1.0,RE4M,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/re4m_hamm/15.1.0/hammurabi/confs/master/re4m/RE4M_messages-insights_MRObject.conf,"CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",1,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/re4m/master/t_re4m_messages_insights,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-messagesinsightsmmrule-02.json?at=refs%2Ftags%2Fv17.0.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-messagesinsightsmmrule-02.json?at=refs%2Ftags%2Fv17.0.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-messagesinsightsmmrule-02.json?at=refs%2Ftags%2Fv17.0.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-messagesinsightsmmrule-02.json?at=refs%2Ftags%2Fv17.0.0",t_re4m_messages_insights,RE4M_messages-insights_KCOG_country_MMRule.conf,DELIVERED,15.1.0,RE4M,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/re4m_hamm/15.1.0/hammurabi/confs/master/re4m/RE4M_messages-insights_KCOG_country_MMRule.conf,CUTOFF_DATE,1,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/re4m/master/t_re4m_messages_insights,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-messagesinsightsmmrule-01.json?at=refs%2Ftags%2Fv17.0.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-messagesinsightsmmrule-01.json?at=refs%2Ftags%2Fv17.0.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-messagesinsightsmmrule-01.json?at=refs%2Ftags%2Fv17.0.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-messagesinsightsmmrule-01.json?at=refs%2Ftags%2Fv17.0.0",t_re4m_messages_insights,RE4M_messages-insights_KCOG_entity_MMRule.conf,DELIVERED,15.1.0,RE4M,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/re4m_hamm/15.1.0/hammurabi/confs/master/re4m/RE4M_messages-insights_KCOG_entity_MMRule.conf,CUTOFF_DATE,1,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/re4m/master/t_re4m_phone_convers_particip,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-phoneconversparticimrfield-01.json?at=refs%2Ftags%2Fv17.0.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-phoneconversparticimrfield-01.json?at=refs%2Ftags%2Fv17.0.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-phoneconversparticimrfield-01.json?at=refs%2Ftags%2Fv17.0.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-phoneconversparticimrfield-01.json?at=refs%2Ftags%2Fv17.0.0",t_re4m_phone_convers_particip,RE4M_phone-convers-particip_MRField.conf,DELIVERED,15.1.0,RE4M,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/re4m_hamm/15.1.0/hammurabi/confs/master/re4m/RE4M_phone-convers-particip_MRField.conf,CUTOFF_DATE,2,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/re4m/master/t_re4m_phone_convers_particip,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-phoneconversparticimrobject-01.json?at=refs%2Ftags%2Fv17.0.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-phoneconversparticimrobject-01.json?at=refs%2Ftags%2Fv17.0.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-phoneconversparticimrobject-01.json?at=refs%2Ftags%2Fv17.0.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-phoneconversparticimrobject-01.json?at=refs%2Ftags%2Fv17.0.0",t_re4m_phone_convers_particip,RE4M_phone-convers-particip_MRObject.conf,DELIVERED,15.1.0,RE4M,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/re4m_hamm/15.1.0/hammurabi/confs/master/re4m/RE4M_phone-convers-particip_MRObject.conf,"CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",1,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/re4m/master/t_re4m_phone_convers_transcrip,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-phoneconverstranscrmrfield-01.json?at=refs%2Ftags%2Fv17.0.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-phoneconverstranscrmrfield-01.json?at=refs%2Ftags%2Fv17.0.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-phoneconverstranscrmrfield-01.json?at=refs%2Ftags%2Fv17.0.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-phoneconverstranscrmrfield-01.json?at=refs%2Ftags%2Fv17.0.0",t_re4m_phone_convers_transcrip,RE4M_phone-convers-transcrip_MRField.conf,DELIVERED,15.1.0,RE4M,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/re4m_hamm/15.1.0/hammurabi/confs/master/re4m/RE4M_phone-convers-transcrip_MRField.conf,CUTOFF_DATE,1,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/re4m/master/t_re4m_phone_convers_transcrip,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-phoneconverstranscrmrobject-01.json?at=refs%2Ftags%2Fv17.0.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-phoneconverstranscrmrobject-01.json?at=refs%2Ftags%2Fv17.0.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-phoneconverstranscrmrobject-01.json?at=refs%2Ftags%2Fv17.0.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-phoneconverstranscrmrobject-01.json?at=refs%2Ftags%2Fv17.0.0",t_re4m_phone_convers_transcrip,RE4M_phone-convers-transcrip_MRObject.conf,DELIVERED,15.1.0,RE4M,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/re4m_hamm/15.1.0/hammurabi/confs/master/re4m/RE4M_phone-convers-transcrip_MRObject.conf,"CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",1,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/re4m/master/t_re4m_phrase_mention,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-phrasementionmmrule-01.json?at=refs%2Ftags%2Fv17.0.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-phrasementionmmrule-01.json?at=refs%2Ftags%2Fv17.0.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-phrasementionmmrule-01.json?at=refs%2Ftags%2Fv17.0.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-phrasementionmmrule-01.json?at=refs%2Ftags%2Fv17.0.0",t_re4m_phrase_mention,RE4M_phrase-mention_RE4M_phrase-transcription_MMRule.conf,DELIVERED,16.1.4,RE4M,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/re4m_hamm/16.1.4/hammurabi/confs/master/re4m/RE4M_phrase-mention_RE4M_phrase-transcription_MMRule.conf,CUTOFF_DATE,1,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/re4m/master/t_re4m_phrase_mention,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-phrasementionmrfield-01.json?at=refs%2Ftags%2Fv17.0.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-phrasementionmrfield-01.json?at=refs%2Ftags%2Fv17.0.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-phrasementionmrfield-01.json?at=refs%2Ftags%2Fv17.0.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-phrasementionmrfield-01.json?at=refs%2Ftags%2Fv17.0.0",t_re4m_phrase_mention,RE4M_phrase-mention_MRField.conf,DELIVERED,16.1.4,RE4M,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/re4m_hamm/16.1.4/hammurabi/confs/master/re4m/RE4M_phrase-mention_MRField.conf,CUTOFF_DATE,2,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/re4m/master/t_re4m_phrase_transcr_obfsc,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-phrasetranscrobfscmmrule-01.json?at=refs%2Ftags%2Fv17.0.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-phrasetranscrobfscmmrule-01.json?at=refs%2Ftags%2Fv17.0.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-phrasetranscrobfscmmrule-01.json?at=refs%2Ftags%2Fv17.0.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-phrasetranscrobfscmmrule-01.json?at=refs%2Ftags%2Fv17.0.0",t_re4m_phrase_transcr_obfsc,RE4M_phrase-transcr-obfsc_RE4M_phrase-transcription_MMRule.conf,DELIVERED,17.0.0,RE4M,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/re4m_hamm/17.0.0/hammurabi/confs/master/re4m/RE4M_phrase-transcr-obfsc_RE4M_phrase-transcription_MMRule.conf,CUTOFF_DATE,1,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/re4m/master/t_re4m_phrase_transcr_obfsc,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-phrasetranscrobfscmrfield-01.json?at=refs%2Ftags%2Fv17.0.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-phrasetranscrobfscmrfield-01.json?at=refs%2Ftags%2Fv17.0.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-phrasetranscrobfscmrfield-01.json?at=refs%2Ftags%2Fv17.0.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-phrasetranscrobfscmrfield-01.json?at=refs%2Ftags%2Fv17.0.0",t_re4m_phrase_transcr_obfsc,RE4M_phrase-transcr-obfsc_MRField.conf,DELIVERED,17.0.0,RE4M,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/re4m_hamm/17.0.0/hammurabi/confs/master/re4m/RE4M_phrase-transcr-obfsc_MRField.conf,CUTOFF_DATE,2,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/re4m/master/t_re4m_phrase_transcription,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-phrasetranscriptionmrfield-01.json?at=refs%2Ftags%2Fv17.0.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-phrasetranscriptionmrfield-01.json?at=refs%2Ftags%2Fv17.0.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-phrasetranscriptionmrfield-01.json?at=refs%2Ftags%2Fv17.0.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-phrasetranscriptionmrfield-01.json?at=refs%2Ftags%2Fv17.0.0",t_re4m_phrase_transcription,RE4M_phrase-transcription_MRField.conf,DELIVERED,15.1.0,RE4M,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/re4m_hamm/15.1.0/hammurabi/confs/master/re4m/RE4M_phrase-transcription_MRField.conf,CUTOFF_DATE,2,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/re4m/master/t_re4m_phrase_transcription,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-phrasetranscriptionmrobject-01.json?at=refs%2Ftags%2Fv17.0.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-phrasetranscriptionmrobject-01.json?at=refs%2Ftags%2Fv17.0.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-phrasetranscriptionmrobject-01.json?at=refs%2Ftags%2Fv17.0.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-phrasetranscriptionmrobject-01.json?at=refs%2Ftags%2Fv17.0.0",t_re4m_phrase_transcription,RE4M_phrase-transcription_MRObject.conf,DELIVERED,15.1.0,RE4M,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/re4m_hamm/15.1.0/hammurabi/confs/master/re4m/RE4M_phrase-transcription_MRObject.conf,"CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",1,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/re4m/master/t_re4m_phys_interaction_actvy_l3,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-physinteractionactvmrfield-01.json?at=refs%2Ftags%2Fv17.0.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-physinteractionactvmrfield-01.json?at=refs%2Ftags%2Fv17.0.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-physinteractionactvmrfield-01.json?at=refs%2Ftags%2Fv17.0.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-physinteractionactvmrfield-01.json?at=refs%2Ftags%2Fv17.0.0",t_re4m_phys_interaction_actvy_l3,RE4M_phys-interaction-actvy-l3_MRField.conf,DELIVERED,16.1.3,RE4M,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/re4m_hamm/16.1.3/hammurabi/confs/master/re4m/RE4M_phys-interaction-actvy-l3_MRField.conf,CUTOFF_DATE,1,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/re4m/master/t_re4m_phys_interaction_actvy_l3,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-physinteractionactvmrobject-01.json?at=refs%2Ftags%2Fv17.0.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-physinteractionactvmrobject-01.json?at=refs%2Ftags%2Fv17.0.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-physinteractionactvmrobject-01.json?at=refs%2Ftags%2Fv17.0.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-physinteractionactvmrobject-01.json?at=refs%2Ftags%2Fv17.0.0",t_re4m_phys_interaction_actvy_l3,RE4M_phys-interaction-actvy-l3_MRObject.conf,DELIVERED,16.1.3,RE4M,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/re4m_hamm/16.1.3/hammurabi/confs/master/re4m/RE4M_phys-interaction-actvy-l3_MRObject.conf,"CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",1,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
