,,,Nuestro doc: SDM [C360] - Componentes,,Ejemplo correcto:,,,,,,,,,,,,,,,Schema,Componente,,,,Dataproc Live,,,,,Planificación Proceso,,,Adicional,Países en los que aplica (Opcional),,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/scat/master/t_scat_parent_child_sust_hier,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_SCAT_APP-ID-1302468_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/scat-gl-hmm-qlt-parentchildsusthiermrfield-01.json?at=refs%2Ftags%2Fv16.1.5,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_SCAT_APP-ID-1302468_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/scat-gl-hmm-qlt-parentchildsusthiermrfield-01.json?at=refs%2Ftags%2Fv16.1.5,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_SCAT_APP-ID-1302468_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/scat-gl-hmm-qlt-parentchildsusthiermrfield-01.json?at=refs%2Ftags%2Fv16.1.5
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_SCAT_APP-ID-1302468_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/scat-gl-hmm-qlt-parentchildsusthiermrfield-01.json?at=refs%2Ftags%2Fv16.1.5",t_scat_parent_child_sust_hier,SCAT_parent-child-sust-hier_MRField.conf,DELIVERED,13.0.3,SCAT,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/scat_hamm/13.0.3/hammurabi/confs/master/scat/SCAT_parent-child-sust-hier_MRField.conf,"CUTOFF_DATE, extralibs",2,Daily,DQ Local,Holding,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/scat/master/t_scat_sustainability_hierarch,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_SCAT_APP-ID-1302468_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/scat-gl-hmm-qlt-sustainabilityhieramrfield-01.json?at=refs%2Ftags%2Fv16.1.5,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_SCAT_APP-ID-1302468_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/scat-gl-hmm-qlt-sustainabilityhieramrfield-01.json?at=refs%2Ftags%2Fv16.1.5,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_SCAT_APP-ID-1302468_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/scat-gl-hmm-qlt-sustainabilityhieramrfield-01.json?at=refs%2Ftags%2Fv16.1.5
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_SCAT_APP-ID-1302468_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/scat-gl-hmm-qlt-sustainabilityhieramrfield-01.json?at=refs%2Ftags%2Fv16.1.5",t_scat_sustainability_hierarch,SCAT_sustainability-hierarch_MRField.conf,DELIVERED,13.0.3,SCAT,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/scat_hamm/13.0.3/hammurabi/confs/master/scat/SCAT_sustainability-hierarch_MRField.conf,CUTOFF_DATE,1,Daily,DQ Local,Holding,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/scat/master/t_scat_sustainability_master,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_SCAT_APP-ID-1302468_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/scat-gl-hmm-qlt-sustainabilitymastemrfield-01.json?at=refs%2Ftags%2Fv16.1.5,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_SCAT_APP-ID-1302468_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/scat-gl-hmm-qlt-sustainabilitymastemrfield-01.json?at=refs%2Ftags%2Fv16.1.5,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_SCAT_APP-ID-1302468_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/scat-gl-hmm-qlt-sustainabilitymastemrfield-01.json?at=refs%2Ftags%2Fv16.1.5
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_SCAT_APP-ID-1302468_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/scat-gl-hmm-qlt-sustainabilitymastemrfield-01.json?at=refs%2Ftags%2Fv16.1.5",t_scat_sustainability_master,SCAT_sustainability-master_MRField.conf,DELIVERED,13.0.3,SCAT,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/scat_hamm/13.0.3/hammurabi/confs/master/scat/SCAT_sustainability-master_MRField.conf,CUTOFF_DATE,2,Punctual,DQ Local,Holding,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/scat/master/t_scat_sustainability_master,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_SCAT_APP-ID-1302468_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/scat-gl-hmm-qlt-sustainabilitymastemrfield-01.json?at=refs%2Ftags%2Fv16.1.5,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_SCAT_APP-ID-1302468_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/scat-gl-hmm-qlt-sustainabilitymastemrfield-01.json?at=refs%2Ftags%2Fv16.1.5,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_SCAT_APP-ID-1302468_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/scat-gl-hmm-qlt-sustainabilitymastemrfield-01.json?at=refs%2Ftags%2Fv16.1.5
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_SCAT_APP-ID-1302468_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/scat-gl-hmm-qlt-sustainabilitymastemrfield-01.json?at=refs%2Ftags%2Fv16.1.5",t_scat_sustainability_master,SCAT_sustainability-master_MRField.conf,DELIVERED,16.0.1,SCAT,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/scat_hamm/16.0.1/hammurabi/confs/master/scat/SCAT_sustainability-master_MRField.conf,CUTOFF_DATE,2,Punctual,DQ Local,Holding,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/tdi3/master/t_tdi3_campaign,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/tdi3-gl-hmm-qlt-campaignmrfield-01.json?at=refs%2Ftags%2Fv16.1.5,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/tdi3-gl-hmm-qlt-campaignmrfield-01.json?at=refs%2Ftags%2Fv16.1.5,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/tdi3-gl-hmm-qlt-campaignmrfield-01.json?at=refs%2Ftags%2Fv16.1.5
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/tdi3-gl-hmm-qlt-campaignmrfield-01.json?at=refs%2Ftags%2Fv16.1.5",t_tdi3_campaign,TDI3_campaign_MRField.conf,DELIVERED,15.1.0,TDI3,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/tdi3_hamm/15.1.0/hammurabi/confs/master/tdi3/TDI3_campaign_MRField.conf,CUTOFF_DATE,2,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/tdi3/master/t_tdi3_campaign,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/tdi3-gl-hmm-qlt-campaignmmrule-01.json?at=refs%2Ftags%2Fv16.1.5,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/tdi3-gl-hmm-qlt-campaignmmrule-01.json?at=refs%2Ftags%2Fv16.1.5,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/tdi3-gl-hmm-qlt-campaignmmrule-01.json?at=refs%2Ftags%2Fv16.1.5
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/tdi3-gl-hmm-qlt-campaignmmrule-01.json?at=refs%2Ftags%2Fv16.1.5",t_tdi3_campaign,TDI3_campaign_KCOG_country_MMRule.conf,DELIVERED,15.1.0,TDI3,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/tdi3_hamm/15.1.0/hammurabi/confs/master/tdi3/TDI3_campaign_KCOG_country_MMRule.conf,CUTOFF_DATE,1,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/tdi3/master/t_tdi3_campaign,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/tdi3-gl-hmm-qlt-campaignmmrule-02.json?at=refs%2Ftags%2Fv16.1.5,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/tdi3-gl-hmm-qlt-campaignmmrule-02.json?at=refs%2Ftags%2Fv16.1.5,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/tdi3-gl-hmm-qlt-campaignmmrule-02.json?at=refs%2Ftags%2Fv16.1.5
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/tdi3-gl-hmm-qlt-campaignmmrule-02.json?at=refs%2Ftags%2Fv16.1.5",t_tdi3_campaign,TDI3_campaign_KCOG_entity_MMRule.conf,DELIVERED,15.1.0,TDI3,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/tdi3_hamm/15.1.0/hammurabi/confs/master/tdi3/TDI3_campaign_KCOG_entity_MMRule.conf,CUTOFF_DATE,1,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/tdi3/master/t_tdi3_communication,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/tdi3-gl-hmm-qlt-communicationmrfield-01.json?at=refs%2Ftags%2Fv16.1.5,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/tdi3-gl-hmm-qlt-communicationmrfield-01.json?at=refs%2Ftags%2Fv16.1.5,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/tdi3-gl-hmm-qlt-communicationmrfield-01.json?at=refs%2Ftags%2Fv16.1.5
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/tdi3-gl-hmm-qlt-communicationmrfield-01.json?at=refs%2Ftags%2Fv16.1.5",t_tdi3_communication,TDI3_communication_MRField.conf,DELIVERED,16.0.2,TDI3,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/tdi3_hamm/16.0.2/hammurabi/confs/master/tdi3/TDI3_communication_MRField.conf,CUTOFF_DATE,6,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/tdi3/master/t_tdi3_communication,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/tdi3-gl-hmm-qlt-communicationmrfield-01.json?at=refs%2Ftags%2Fv16.1.5,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/tdi3-gl-hmm-qlt-communicationmrfield-01.json?at=refs%2Ftags%2Fv16.1.5,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/tdi3-gl-hmm-qlt-communicationmrfield-01.json?at=refs%2Ftags%2Fv16.1.5
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/tdi3-gl-hmm-qlt-communicationmrfield-01.json?at=refs%2Ftags%2Fv16.1.5",t_tdi3_communication,TDI3_communication_MRField.conf,DELIVERED,15.1.0,TDI3,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/tdi3_hamm/15.1.0/hammurabi/confs/master/tdi3/TDI3_communication_MRField.conf,CUTOFF_DATE,6,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/tdi3/master/t_tdi3_communication,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/tdi3-gl-hmm-qlt-communicationmmrule-01.json?at=refs%2Ftags%2Fv16.1.5,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/tdi3-gl-hmm-qlt-communicationmmrule-01.json?at=refs%2Ftags%2Fv16.1.5,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/tdi3-gl-hmm-qlt-communicationmmrule-01.json?at=refs%2Ftags%2Fv16.1.5
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/tdi3-gl-hmm-qlt-communicationmmrule-01.json?at=refs%2Ftags%2Fv16.1.5",t_tdi3_communication,TDI3_communication_KCOG_country_MMRule.conf,DELIVERED,15.1.0,TDI3,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/tdi3_hamm/15.1.0/hammurabi/confs/master/tdi3/TDI3_communication_KCOG_country_MMRule.conf,CUTOFF_DATE,1,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/tdi3/master/t_tdi3_communication,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/tdi3-gl-hmm-qlt-communicationmmrule-02.json?at=refs%2Ftags%2Fv16.1.5,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/tdi3-gl-hmm-qlt-communicationmmrule-02.json?at=refs%2Ftags%2Fv16.1.5,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/tdi3-gl-hmm-qlt-communicationmmrule-02.json?at=refs%2Ftags%2Fv16.1.5
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/tdi3-gl-hmm-qlt-communicationmmrule-02.json?at=refs%2Ftags%2Fv16.1.5",t_tdi3_communication,TDI3_communication_KCOG_entity_MMRule.conf,DELIVERED,15.1.0,TDI3,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/tdi3_hamm/15.1.0/hammurabi/confs/master/tdi3/TDI3_communication_KCOG_entity_MMRule.conf,CUTOFF_DATE,1,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/tdi3/master/t_tdi3_communication,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/tdi3-gl-hmm-qlt-communicationmmrule-03.json?at=refs%2Ftags%2Fv16.1.5,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/tdi3-gl-hmm-qlt-communicationmmrule-03.json?at=refs%2Ftags%2Fv16.1.5,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/tdi3-gl-hmm-qlt-communicationmmrule-03.json?at=refs%2Ftags%2Fv16.1.5
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/tdi3-gl-hmm-qlt-communicationmmrule-03.json?at=refs%2Ftags%2Fv16.1.5",t_tdi3_communication,TDI3_communication_L9SV_placement-display_MMRule.conf,DELIVERED,15.1.0,TDI3,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/tdi3_hamm/15.1.0/hammurabi/confs/master/tdi3/TDI3_communication_L9SV_placement-display_MMRule.conf,CUTOFF_DATE,1,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/tdi3/master/t_tdi3_communication,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/tdi3-gl-hmm-qlt-communicationmmrule-04.json?at=refs%2Ftags%2Fv16.1.5,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/tdi3-gl-hmm-qlt-communicationmmrule-04.json?at=refs%2Ftags%2Fv16.1.5,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/tdi3-gl-hmm-qlt-communicationmmrule-04.json?at=refs%2Ftags%2Fv16.1.5
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/tdi3-gl-hmm-qlt-communicationmmrule-04.json?at=refs%2Ftags%2Fv16.1.5",t_tdi3_communication,TDI3_communication_TDI3_tracking-code_MMRule.conf,DELIVERED,15.1.0,TDI3,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/tdi3_hamm/15.1.0/hammurabi/confs/master/tdi3/TDI3_communication_TDI3_tracking-code_MMRule.conf,CUTOFF_DATE,1,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/tdi3/master/t_tdi3_communication,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/tdi3-gl-hmm-qlt-communicationmrfield-01.json?at=refs%2Ftags%2Fv16.1.5,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/tdi3-gl-hmm-qlt-communicationmrfield-01.json?at=refs%2Ftags%2Fv16.1.5,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/tdi3-gl-hmm-qlt-communicationmrfield-01.json?at=refs%2Ftags%2Fv16.1.5
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/tdi3-gl-hmm-qlt-communicationmrfield-01.json?at=refs%2Ftags%2Fv16.1.5",t_tdi3_communication,TDI3_communication_MRField.conf,DELIVERED,16.1.7,TDI3,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/tdi3_hamm/16.1.7/hammurabi/confs/master/tdi3/TDI3_communication_MRField.conf,CUTOFF_DATE,6,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/tdi3/master/t_tdi3_communication,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/tdi3-gl-hmm-qlt-communicationmrfield-01.json?at=refs%2Ftags%2Fv16.1.5,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/tdi3-gl-hmm-qlt-communicationmrfield-01.json?at=refs%2Ftags%2Fv16.1.5,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/tdi3-gl-hmm-qlt-communicationmrfield-01.json?at=refs%2Ftags%2Fv16.1.5
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/tdi3-gl-hmm-qlt-communicationmrfield-01.json?at=refs%2Ftags%2Fv16.1.5",t_tdi3_communication,TDI3_communication_MRField.conf,DELIVERED,16.0.6,TDI3,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/tdi3_hamm/16.0.6/hammurabi/confs/master/tdi3/TDI3_communication_MRField.conf,CUTOFF_DATE,6,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/tdi3/master/t_tdi3_communication,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/tdi3-gl-hmm-qlt-communicationmrfield-01.json?at=refs%2Ftags%2Fv16.1.5,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/tdi3-gl-hmm-qlt-communicationmrfield-01.json?at=refs%2Ftags%2Fv16.1.5,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/tdi3-gl-hmm-qlt-communicationmrfield-01.json?at=refs%2Ftags%2Fv16.1.5
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/tdi3-gl-hmm-qlt-communicationmrfield-01.json?at=refs%2Ftags%2Fv16.1.5",t_tdi3_communication,TDI3_communication_MRField.conf,DELIVERED,16.0.5,TDI3,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/tdi3_hamm/16.0.5/hammurabi/confs/master/tdi3/TDI3_communication_MRField.conf,CUTOFF_DATE,6,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/tdi3/master/t_tdi3_cust_promo_adhesion_dp,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/tdi3-gl-hmm-qlt-custpromoadhesiondpmrfield-01.json?at=refs%2Ftags%2Fv16.1.5,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/tdi3-gl-hmm-qlt-custpromoadhesiondpmrfield-01.json?at=refs%2Ftags%2Fv16.1.5,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/tdi3-gl-hmm-qlt-custpromoadhesiondpmrfield-01.json?at=refs%2Ftags%2Fv16.1.5
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_TDI3_APP-ID-76899_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/tdi3-gl-hmm-qlt-custpromoadhesiondpmrfield-01.json?at=refs%2Ftags%2Fv16.1.5",t_tdi3_cust_promo_adhesion_dp,TDI3_cust-promo-adhesion-dp_MRField.conf,DELIVERED,15.1.0,TDI3,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/tdi3_hamm/15.1.0/hammurabi/confs/master/tdi3/TDI3_cust-promo-adhesion-dp_MRField.conf,CUTOFF_DATE,3,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
